"customer_id","AGE","INCOME","GENDER","EDUCATION","LOAN_PURPOSE","APPLICATION_RECEIVE_TIME","HAS_APPLIED_BEFORE","HAS_INCOME_VERIFICATION","LOAN_WAS_PAID_BACK"
38387,44,1.4e+07,"Male","Bachelor Degree","Working Capital",13:16:00,"No","Yes",1
38388,36,1.1e+07,"Male","Diploma","Renovation",13:54:00,"Yes","Yes",0
38389,37,4e+06,"Male","High School","Renovation",09:04:00,"Yes","Yes",1
38390,40,1.4e+07,"Female","Diploma","Working Capital",13:35:00,"No","Yes",1
38391,43,7e+06,"Female","Diploma","Working Capital",14:20:00,"Yes","Yes",1
38392,45,8e+06,"Male","Bachelor Degree","Renovation",09:03:00,"No","Yes",1
38393,38,1.2e+07,"Female","Bachelor Degree","Renovation",13:52:00,"No","No",1
38394,36,1.2e+07,"Male","High School","Working Capital",13:13:00,"Yes","Yes",1
38395,31,1.1e+07,"Female","Bachelor Degree","Working Capital",22:13:00,"Yes","Yes",1
38396,46,4e+06,"Male","Bachelor Degree","Holiday",01:06:00,"No","Yes",1
38397,32,6e+06,"Female","High School","Electronic unsecured loan",19:20:00,"Yes","Yes",1
38398,27,8e+06,"Male","Bachelor Degree","Holiday",11:58:00,"No","Yes",1
38399,39,6e+06,"Male","Diploma","Working Capital",12:04:00,"No","Yes",1
38400,23,3e+06,"Male","High School","Credit card",07:41:00,"No","Yes",1
38401,34,7e+06,"Male","Diploma",NA,18:57:00,"No","Yes",1
38402,46,4e+06,"Female","High School","Credit card",15:10:00,"No","Yes",1
38403,26,4e+06,"Female","High School","Working Capital",09:13:00,"Yes","Yes",1
38404,32,2.8e+07,"Female","Master's Degree/Post graduate","Venture capital",09:20:00,"No","Yes",1
38405,26,4e+06,"Female","High School","Renovation",06:55:00,"No","Yes",0
38406,45,4e+06,"Male","High School","Credit card",12:42:00,"Yes","Yes",1
38407,30,4e+06,"Female","High School","Credit card",11:20:00,"No","Yes",1
38408,34,6e+06,"Female","High School","Bills",21:01:00,"Yes","Yes",1
38409,38,7e+06,"Male","High School","Bills",12:05:00,"No","Yes",1
38410,45,6e+06,"Female","Diploma","Working Capital",09:53:00,"No","Yes",1
38411,27,4e+06,"Male","Diploma","Investment",15:33:00,"No","Yes",0
38412,38,5e+06,"Female","High School","Credit card",12:30:00,"No","Yes",1
38413,27,4e+06,"Male","High School","Renovation",07:24:00,"No","Yes",1
38414,29,4e+06,"Male","Bachelor Degree","Renovation",10:04:00,"No","Yes",1
38415,49,1.8e+07,"Female","Bachelor Degree","Credit card",10:15:00,"No","Yes",1
38416,34,5e+06,"Female","Diploma","Renovation",01:19:00,"No","Yes",1
38417,30,4e+06,"Female","Bachelor Degree","Holiday",13:56:00,"Yes","Yes",1
38418,29,2e+07,"Male","Bachelor Degree","Renovation",21:45:00,"No","Yes",1
38419,51,1.8e+07,"Female","High School","Holiday",16:19:00,"No","Yes",1
38420,28,3e+06,"Female","Bachelor Degree","Investment",23:02:00,"No","Yes",1
38421,38,8e+06,"Male","Diploma","Renovation",16:50:00,"No","Yes",1
38422,37,9e+06,"Female","Bachelor Degree","Credit card",10:21:00,"Yes","Yes",0
38423,23,5e+06,"Female","Bachelor Degree","Investment",21:47:00,"No","Yes",1
38424,33,7e+06,"Male","Bachelor Degree","Renovation",11:44:00,"No","Yes",1
38425,44,1.8e+07,"Male","Bachelor Degree","Renovation",13:15:00,"Yes","Yes",1
38426,44,7e+06,"Female","High School","Credit card",14:42:00,"Yes","Yes",1
38427,40,1.3e+07,"Male","Bachelor Degree","Credit card",04:56:00,"No","Yes",1
38428,29,4e+06,"Male","High School","Credit card",10:26:00,"No","Yes",1
38429,45,2.2e+07,"Female","Bachelor Degree","Renovation",07:59:00,"Yes","Yes",1
38430,40,7e+06,"Female","High School","Credit card",07:21:00,"No","Yes",1
38431,53,5e+06,"Female","High School","Renovation",15:21:00,"No","Yes",1
38432,50,2.5e+07,"Female","Bachelor Degree","Credit card",10:16:00,"No","Yes",1
38433,35,5e+06,"Female","Bachelor Degree","Renovation",10:35:00,"Yes","Yes",1
38434,29,7e+06,"Female","Bachelor Degree","Bills",14:43:00,"No","Yes",1
38435,24,1e+07,"Male","Bachelor Degree","Working Capital",22:22:00,"No","Yes",1
38436,28,4e+06,"Male","Bachelor Degree","Credit card",16:18:00,"No","Yes",1
38437,26,6e+06,"Female","Bachelor Degree","Working Capital",09:58:00,"No","Yes",1
38438,34,4e+06,"Male","Diploma","Credit card",17:56:00,"Yes","Yes",1
38439,29,5e+06,"Male","High School","Working Capital",21:39:00,"No","Yes",0
38440,42,7e+06,"Male","Bachelor Degree","Credit card",19:49:00,"No","Yes",1
38441,27,6e+06,"Male","Bachelor Degree","Working Capital",15:04:00,"Yes","Yes",0
38442,33,9e+06,"Female","Bachelor Degree","Working Capital",11:12:00,"Yes","Yes",1
38443,42,8e+06,"Male","Diploma","Working Capital",18:22:00,"Yes","Yes",0
38444,28,5e+06,"Female","High School","Renovation",12:25:00,"Yes","Yes",1
38445,53,6e+06,"Female","High School","Electronic unsecured loan",13:34:00,"Yes","Yes",1
38446,32,5e+06,"Male","Diploma","Renovation",08:37:00,"Yes","Yes",1
38447,42,8e+06,"Female","Diploma","Working Capital",17:24:00,"No","Yes",1
38448,26,4e+06,"Female","High School","Working Capital",05:50:00,"No","Yes",1
38449,49,1e+07,"Female","Bachelor Degree","Credit card",07:20:00,"No","Yes",1
38450,33,6e+06,"Female","High School","Renovation",10:21:00,"No","Yes",0
38451,34,5e+06,"Female","High School","Working Capital",11:42:00,"Yes","Yes",1
38452,41,4e+06,"Female","High School","Renovation",12:30:00,"Yes","Yes",0
38453,40,1.2e+07,"Male","Bachelor Degree","Working Capital",06:07:00,"Yes","Yes",0
38454,40,6e+06,"Male","Diploma","Renovation",06:14:00,"No","No",1
38455,37,5e+06,"Female","High School","Renovation",14:35:00,"No","Yes",0
38456,35,6e+06,"Female","High School","Education",05:25:00,"Yes","Yes",1
38457,33,6e+06,"Female","Diploma","Working Capital",14:33:00,"Yes","Yes",1
38458,46,1e+07,"Female","High School","Credit card",12:01:00,"No","Yes",1
38459,24,7e+06,"Male","Bachelor Degree","Education",11:39:00,"No","Yes",1
38460,34,1e+07,"Male","Bachelor Degree","Renovation",08:16:00,"No","Yes",1
38461,28,4e+06,"Female","High School","Working Capital",20:20:00,"Yes","Yes",1
38462,23,4e+06,"Female","High School","Investment",16:46:00,"No","Yes",1
38463,39,1e+07,"Male","Bachelor Degree","Credit card",09:52:00,"Yes","Yes",1
38464,29,5e+06,"Male","Diploma","Bills",10:15:00,"No","Yes",1
38465,44,1.7e+07,"Female","Master's Degree/Post graduate","Electronic unsecured loan",09:00:00,"Yes","Yes",1
38466,30,4e+06,"Male","High School","Credit card",07:51:00,"No","Yes",1
38467,35,1.1e+07,"Male","Bachelor Degree","Working Capital",06:44:00,"Yes","Yes",1
38468,52,8e+06,"Female","Bachelor Degree","Credit card",07:07:00,"No","Yes",1
38469,33,3e+06,"Female","High School","Renovation",05:46:00,"No","Yes",1
38470,51,6e+06,"Male","High School","Renovation",16:42:00,"No","Yes",1
38471,36,1e+07,"Male","Diploma","Credit card",18:42:00,"No","Yes",1
38472,36,4e+06,"Male","Bachelor Degree","Renovation",10:08:00,"No","Yes",1
38473,25,4e+06,"Female","High School","Working Capital",08:31:00,"No","Yes",1
38474,28,4e+06,"Female","High School","Holiday",09:12:00,"No","Yes",1
38475,39,3e+06,"Female","Bachelor Degree","Holiday",12:10:00,"No","Yes",1
38476,48,4e+06,"Male","High School","Working Capital",11:46:00,"No","Yes",1
38477,31,1.4e+07,"Female","Bachelor Degree","Credit card",09:00:00,"Yes","Yes",1
38478,29,3e+06,"Male","Bachelor Degree","Credit card",08:46:00,"Yes","Yes",1
38479,29,1e+07,"Female","Bachelor Degree","Electronic unsecured loan",19:47:00,"No","Yes",1
38480,36,8e+06,"Male","Diploma","Working Capital",15:02:00,"No","Yes",0
38481,24,4e+06,"Female","High School","Renovation",11:10:00,"Yes","Yes",0
38482,34,1.7e+07,"Male","High School","Working Capital",11:54:00,"Yes","Yes",1
38483,32,4e+06,"Male","High School","Credit card",16:21:00,"Yes","Yes",1
38484,28,4e+06,"Female","High School","Other",10:03:00,"Yes","Yes",0
38485,39,7e+06,"Female","Bachelor Degree","Working Capital",15:12:00,"No","Yes",1
38486,37,1.2e+07,"Female","Bachelor Degree","Renovation",06:11:00,"No","Yes",1
38487,27,4e+06,"Female","High School","Renovation",12:26:00,"Yes","No",1
38488,31,4e+06,"Female","Diploma","Renovation",11:24:00,"No","Yes",1
38489,43,7e+06,"Male","Diploma","Renovation",20:03:00,"Yes","Yes",1
38490,29,5e+06,"Female","Bachelor Degree","Holiday",16:52:00,"Yes","Yes",1
38491,40,8e+06,"Male","Bachelor Degree","Credit card",10:04:00,"No","Yes",1
38492,24,5e+06,"Female","High School","Renovation",15:24:00,"Yes","Yes",0
38493,27,4e+06,"Female","High School","Working Capital",15:06:00,"No","Yes",1
38494,36,1.5e+07,"Female","Diploma","Renovation",10:34:00,"No","Yes",1
38495,22,4e+06,"Female","High School","Renovation",14:47:00,"Yes","Yes",0
38496,39,5e+06,"Female","Bachelor Degree","Credit card",17:17:00,"No","Yes",0
38497,31,3e+06,"Male","High School","Renovation",09:47:00,"No","Yes",1
38498,38,0,"Female","High School","Renovation",09:47:00,"No","Yes",1
38499,25,4e+06,"Male","High School","Renovation",11:33:00,"Yes","Yes",0
38500,48,8e+06,"Female","Master's Degree/Post graduate","Renovation",11:17:00,"No","Yes",1
38501,38,6e+06,"Male","High School","Working Capital",20:16:00,"No","Yes",1
38502,30,4e+06,"Male","Bachelor Degree","Working Capital",10:45:00,"Yes","Yes",1
38503,42,4e+06,"Male","High School","Credit card",15:08:00,"No","Yes",0
38504,25,4e+06,"Female","Bachelor Degree","Working Capital",21:10:00,"No","Yes",1
38505,25,1.5e+07,"Female","Bachelor Degree","Renovation",14:45:00,"No","Yes",1
38506,31,8e+06,"Male","Bachelor Degree","Credit card",12:54:00,"No","Yes",1
38507,40,7e+06,"Female","Bachelor Degree","Credit card",18:47:00,"No","Yes",1
38508,29,8e+06,"Male","Diploma","Working Capital",10:28:00,"No","Yes",0
38509,27,4e+06,"Male","Bachelor Degree","Housing loan",19:02:00,"No","Yes",1
38510,24,6e+06,"Male","High School","Investment",13:09:00,"Yes","Yes",1
38511,31,8e+06,"Male","Diploma","Working Capital",06:15:00,"Yes","Yes",1
38512,28,2e+07,"Male","Bachelor Degree","Education",05:16:00,"No","Yes",1
38513,36,6e+06,"Female","High School","Renovation",08:52:00,"No","Yes",1
38514,31,7e+06,"Female","Diploma","Working Capital",01:39:00,"Yes","Yes",1
38515,35,4e+06,"Female","High School","Working Capital",09:17:00,"No","Yes",0
38516,25,4e+06,"Male","High School","Bills",17:31:00,"No","Yes",1
38517,33,8e+06,"Female","Diploma","Credit card",09:13:00,"Yes","Yes",1
38518,31,5e+06,"Male","High School","Renovation",10:03:00,"No","Yes",1
38519,24,6e+06,"Male","Bachelor Degree","Venture capital",12:13:00,"No","Yes",1
38520,29,6e+06,"Male","Bachelor Degree","Electronic unsecured loan",21:09:00,"No","Yes",1
38521,25,5e+06,"Male","High School","Working Capital",10:19:00,"Yes","Yes",0
38522,36,8e+06,"Female","Bachelor Degree","Other",09:40:00,"Yes","Yes",1
38523,51,6e+06,"Male","High School","Working Capital",13:02:00,"Yes","Yes",1
38524,24,5e+06,"Male","Bachelor Degree","Working Capital",17:40:00,"Yes","Yes",0
38525,38,4e+06,"Male","Diploma",NA,07:19:00,"No","Yes",1
38526,25,4e+06,"Female","High School","Holiday",15:12:00,"No","Yes",1
38527,24,3e+06,"Female","High School","Renovation",14:38:00,"Yes","Yes",0
38528,22,4e+06,"Male","High School","Renovation",14:03:00,"No","Yes",1
38529,48,2.5e+07,"Male","Bachelor Degree","Bills",14:33:00,"No","Yes",1
38530,50,4e+06,"Female","High School","Renovation",18:07:00,"No","Yes",1
38531,25,4e+06,"Male","High School","Renovation",07:55:00,"No","Yes",1
38532,36,8e+06,"Female","Diploma","Electronic unsecured loan",13:55:00,"Yes","Yes",1
38533,38,5e+06,"Male","Bachelor Degree","Credit card",20:52:00,"No","Yes",1
38534,47,4e+06,"Female","High School","Working Capital",15:16:00,"No","Yes",1
38535,34,3e+06,"Female","High School","Working Capital",07:57:00,"Yes","Yes",0
38536,23,4e+06,"Male","Diploma","Renovation",21:25:00,"No","Yes",1
38537,48,8e+06,"Male","Diploma","Credit card",14:24:00,"No","Yes",1
38538,27,4e+06,"Female","Bachelor Degree","Renovation",01:58:00,"No","Yes",1
38539,25,7e+06,"Male","Bachelor Degree","Working Capital",08:13:00,"No","Yes",1
38540,30,3e+06,"Female","High School","Renovation",08:53:00,"No","Yes",1
38541,41,5e+06,"Male","Bachelor Degree","Credit card",10:14:00,"No","Yes",1
38542,38,6e+06,"Female","Other","Credit card",13:40:00,"Yes","Yes",1
38543,26,6e+06,"Female","High School","Credit card",21:14:00,"No","Yes",0
38544,32,8e+06,"Male","Master's Degree/Post graduate","Credit card",20:28:00,"No","Yes",1
38545,29,2e+06,"Female","Bachelor Degree","Working Capital",21:00:00,"No","Yes",1
38546,26,4e+06,"Female","High School","Credit card",09:23:00,"No","Yes",1
38547,29,4e+06,"Female","High School","Renovation",18:26:00,"No","Yes",0
38548,37,5e+06,"Female","High School","Credit card",08:23:00,"No","Yes",1
38549,38,6e+06,"Female","Diploma","Working Capital",13:40:00,"No","Yes",1
38550,32,4e+06,"Male","Bachelor Degree","Renovation",14:12:00,"No","Yes",1
38551,41,1.2e+07,"Female","High School","Renovation",22:10:00,"Yes","Yes",1
38552,37,2.5e+07,"Male","Bachelor Degree","Renovation",10:41:00,"Yes","Yes",1
38553,26,4e+06,"Male","High School","Holiday",08:21:00,"Yes","Yes",0
38554,43,5e+06,"Female","Bachelor Degree","Credit card",13:17:00,"Yes","Yes",1
38555,43,6e+06,"Female","High School","Working Capital",21:43:00,"No","Yes",1
38556,36,6e+06,"Male","Bachelor Degree","Credit card",14:20:00,"Yes","Yes",1
38557,40,4e+06,"Female","High School","Renovation",21:23:00,"No","Yes",1
38558,30,6e+07,"Male","Bachelor Degree","Working Capital",13:43:00,"No","Yes",1
38559,28,4e+06,"Male","High School","Other",13:05:00,"Yes","No",1
38560,40,1.6e+07,"Female","Bachelor Degree","Renovation",09:32:00,"No","Yes",1
38561,30,8e+06,"Female","Diploma","Credit card",10:58:00,"No","Yes",1
38562,50,8e+06,"Male","Bachelor Degree","Credit card",09:53:00,"No","Yes",1
38563,25,6e+06,"Male","Diploma","Working Capital",06:49:00,"Yes","Yes",1
38564,41,2e+06,"Male","High School","Credit card",17:56:00,"Yes","Yes",0
38565,27,5e+06,"Male","Diploma","Working Capital",14:25:00,"Yes","Yes",1
38566,26,1.5e+07,"Female","Diploma","Renovation",16:15:00,"Yes","Yes",1
38567,43,7e+06,"Male","High School","Credit card",19:01:00,"Yes","Yes",1
38568,31,4e+06,"Female","High School","Renovation",10:34:00,"Yes","Yes",1
38569,37,6e+06,"Male","Diploma","Credit card",10:47:00,"Yes","Yes",1
38570,40,5e+06,"Female","High School","Credit card",20:56:00,"Yes","Yes",1
38571,29,4e+06,"Female","Bachelor Degree","Renovation",09:14:00,"Yes","Yes",1
38572,34,8e+06,"Female","Bachelor Degree","Credit card",12:50:00,"No","Yes",1
38573,33,6e+06,"Female","Bachelor Degree","Renovation",16:03:00,"No","Yes",1
38574,29,9e+06,"Male","Bachelor Degree","Working Capital",16:29:00,"No","Yes",1
38575,28,4e+06,"Female","Diploma","Renovation",10:18:00,"Yes","Yes",0
38576,39,8e+06,"Male","Bachelor Degree","Working Capital",15:30:00,"No","Yes",1
38577,40,1.1e+07,"Female","High School","Working Capital",11:40:00,"No","Yes",1
38578,34,1.4e+07,"Female","Bachelor Degree","Credit card",21:20:00,"No","Yes",1
38579,27,4e+06,"Female","High School","Working Capital",17:00:00,"No","Yes",1
38580,40,5e+06,"Male","Diploma","Working Capital",07:25:00,"No","Yes",0
38581,36,4e+06,"Female","High School","Credit card",05:01:00,"Yes","Yes",0
38582,35,4e+06,"Male","Diploma","Credit card",09:55:00,"Yes","Yes",1
38583,30,4e+06,"Male","High School","Renovation",14:41:00,"Yes","Yes",1
38584,49,7e+06,"Female","High School","Working Capital",20:57:00,"No","Yes",0
38585,44,5e+06,"Female","Bachelor Degree","Working Capital",11:53:00,"No","Yes",1
38586,40,6e+06,"Male","Bachelor Degree","Working Capital",06:46:00,"No","Yes",0
38587,38,1.5e+07,"Female","Bachelor Degree","Credit card",09:33:00,"Yes","Yes",1
38588,30,3e+06,"Female","High School","Renovation",16:26:00,"No","Yes",1
38589,27,4e+06,"Female","Master's Degree/Post graduate","Working Capital",18:34:00,"No","Yes",1
38590,53,9e+06,"Male","Bachelor Degree","Credit card",19:04:00,"No","Yes",1
38591,26,6e+06,"Female","Bachelor Degree","Electronic unsecured loan",18:46:00,"Yes","Yes",1
38592,28,9e+06,"Male","Bachelor Degree","Working Capital",12:23:00,"No","Yes",1
38593,35,6e+06,"Female","High School","Renovation",08:03:00,"No","Yes",0
38594,25,2e+06,"Male","Bachelor Degree","Working Capital",19:54:00,"Yes","Yes",0
38595,44,5e+06,"Male","Bachelor Degree","Renovation",18:20:00,"Yes","Yes",1
38596,29,4e+06,"Male","High School","Credit card",10:23:00,"No","Yes",1
38597,39,5e+06,"Female","Bachelor Degree","Renovation",10:35:00,"Yes","Yes",0
38598,27,4e+06,"Female","High School","Bills",08:11:00,"Yes","Yes",0
38599,34,6e+06,"Female","Master's Degree/Post graduate","Renovation",16:17:00,"No","Yes",1
38600,24,5e+06,"Female","Bachelor Degree","Working Capital",09:36:00,"Yes","Yes",0
38601,24,8e+06,"Female","Bachelor Degree","Working Capital",08:14:00,"Yes","Yes",1
38602,29,1e+07,"Male","Bachelor Degree","Bills",05:15:00,"No","Yes",1
38603,28,6e+06,"Female","Bachelor Degree","Credit card",15:30:00,"No","Yes",1
38604,39,3e+06,"Male","High School","Working Capital",06:18:00,"No","Yes",1
38605,42,1.7e+07,"Female","Bachelor Degree","Renovation",10:12:00,"No","Yes",1
38606,25,5e+06,"Female","Master's Degree/Post graduate","Venture capital",20:21:00,"Yes","Yes",1
38607,38,8e+06,"Female","Bachelor Degree","Credit card",06:49:00,"Yes","Yes",1
38608,53,1e+07,"Male","Bachelor Degree","Renovation",10:47:00,"No","Yes",1
38609,22,7e+06,"Male","High School","Working Capital",12:40:00,"No","Yes",1
38610,22,4e+06,"Female","Diploma","Renovation",19:14:00,"No","Yes",1
38611,26,4e+06,"Female","Bachelor Degree","Working Capital",07:45:00,"No","Yes",1
38612,24,6e+06,"Female","High School","Credit card",07:20:00,"No","Yes",1
38613,38,5e+06,"Male","High School","Credit card",20:05:00,"Yes","Yes",1
38614,42,1.2e+07,"Female","Bachelor Degree","Renovation",07:33:00,"No","Yes",1
38615,50,6e+06,"Female","High School","Credit card",23:01:00,"Yes","Yes",1
38616,24,4e+06,"Female","High School","Working Capital",10:42:00,"Yes","Yes",0
38617,45,9e+06,"Female","High School","Credit card",22:05:00,"Yes","Yes",1
38618,46,4e+06,"Female","High School","Credit card",06:19:00,"No","Yes",1
38619,47,2.8e+07,"Female","Master's Degree/Post graduate","Working Capital",08:48:00,"No","Yes",1
38620,26,4e+06,"Male","High School","Renovation",17:12:00,"No","Yes",1
38621,32,1.4e+07,"Female","Bachelor Degree","Bills",13:19:00,"No","Yes",1
38622,28,4e+06,"Male","High School","Working Capital",07:00:00,"Yes","Yes",1
38623,41,6e+06,"Male","Diploma","Working Capital",10:41:00,"No","Yes",1
38624,37,8e+06,"Male","Bachelor Degree","Credit card",18:07:00,"No","Yes",1
38625,23,4e+06,"Female","High School","Credit card",08:52:00,"Yes","Yes",1
38626,30,9e+06,"Female","High School","Renovation",16:14:00,"No","Yes",0
38627,33,7e+06,"Female","Bachelor Degree","Renovation",12:00:00,"Yes","Yes",1
38628,35,6e+06,"Female","High School","Renovation",10:05:00,"No","Yes",1
38629,45,2.6e+07,"Female","Master's Degree/Post graduate","Holiday",06:39:00,"No","Yes",1
38630,37,4e+06,"Male","Bachelor Degree","Credit card",13:25:00,"Yes","Yes",1
38631,40,6e+06,"Male","Bachelor Degree","Working Capital",07:55:00,"No","Yes",1
38632,30,6e+06,"Male","Diploma","Credit card",14:35:00,"Yes","Yes",1
38633,29,3e+07,"Female","Bachelor Degree","Renovation",11:59:00,"No","Yes",1
38634,30,1.5e+07,"Male","Bachelor Degree","Working Capital",12:26:00,"No","Yes",1
38635,32,8e+06,"Female","Bachelor Degree","Credit card",22:21:00,"No","Yes",1
38636,38,1.1e+07,"Male","Bachelor Degree","Credit card",18:20:00,"Yes","Yes",1
38637,28,4e+06,"Male","Diploma","Bills",11:58:00,"No","Yes",1
38638,45,8e+06,"Female","Bachelor Degree","Credit card",00:00:00,"No","Yes",1
38639,36,4e+06,"Male","High School","Renovation",10:25:00,"Yes","Yes",1
38640,48,9e+06,"Female","High School","Credit card",09:18:00,"No","Yes",1
38641,34,5e+06,"Female","Bachelor Degree","Education",16:10:00,"No","Yes",1
38642,43,4e+06,"Male","Diploma","Working Capital",15:47:00,"Yes","Yes",1
38643,30,7e+06,"Male","Other","Renovation",13:13:00,"No","Yes",1
38644,25,5e+06,"Female","High School","Working Capital",21:44:00,"Yes","Yes",0
38645,26,3e+06,"Female","High School","Holiday",00:36:00,"No","Yes",1
38646,30,5e+06,"Male","High School","Working Capital",23:47:00,"Yes","Yes",1
38647,38,4e+06,"Female","Diploma","Renovation",07:50:00,"Yes","Yes",1
38648,29,6e+06,"Female","High School","Working Capital",14:15:00,"Yes","Yes",1
38649,24,8e+06,"Female","High School","Working Capital",23:24:00,"Yes","Yes",1
38650,37,5e+06,"Female","Bachelor Degree","Renovation",13:09:00,"No","Yes",1
38651,41,1e+07,"Female","Diploma","Renovation",17:18:00,"No","Yes",1
38652,28,7e+06,"Male","Bachelor Degree","Working Capital",11:31:00,"No","No",1
38653,37,2e+07,"Male","Diploma","Credit card",23:37:00,"No","Yes",1
38654,26,1.2e+07,"Female","Bachelor Degree","Holiday",11:49:00,"Yes","Yes",0
38655,30,6e+06,"Male","Bachelor Degree","Working Capital",11:34:00,"No","Yes",1
38656,25,4e+06,"Female","High School","Working Capital",07:26:00,"Yes","Yes",1
38657,50,8e+06,"Female","Bachelor Degree","Credit card",15:35:00,"No","Yes",1
38658,39,6e+06,"Female","High School","Working Capital",07:21:00,"Yes","Yes",1
38659,40,7e+06,"Female","High School","Working Capital",11:47:00,"No","Yes",0
38660,40,1.5e+07,"Female","Bachelor Degree","Credit card",23:44:00,"No","Yes",1
38661,46,1.2e+07,"Male","High School","Renovation",15:00:00,"No","Yes",0
38662,30,6e+06,"Female","Bachelor Degree","Credit card",06:33:00,"No","Yes",1
38663,51,1.5e+07,"Female","Diploma","Renovation",12:00:00,"No","Yes",0
38664,25,5e+06,"Female","High School","Renovation",12:02:00,"Yes","Yes",1
38665,29,5e+06,"Male","Bachelor Degree","Working Capital",05:16:00,"Yes","Yes",1
38666,37,5e+06,"Female","Bachelor Degree","Working Capital",09:16:00,"No","Yes",1
38667,49,7e+06,"Female","High School","Renovation",14:58:00,"No","Yes",1
38668,23,1e+06,"Male","Bachelor Degree","Working Capital",12:12:00,"No","Yes",0
38669,44,7e+06,"Male","High School","Credit card",01:05:00,"No","Yes",1
38670,25,4e+06,"Female","High School","Electronic unsecured loan",09:31:00,"Yes","Yes",1
38671,51,4e+06,"Male","High School","Credit card",12:02:00,"No","Yes",0
38672,51,5e+06,"Female","Bachelor Degree","Investment",09:17:00,"No","Yes",1
38673,24,4e+06,"Female","High School","Working Capital",05:16:00,"No","Yes",1
38674,31,8e+06,"Female","Bachelor Degree","Working Capital",12:25:00,"No","Yes",0
38675,30,3e+06,"Female","Bachelor Degree","Renovation",17:59:00,"Yes","Yes",1
38676,38,4e+06,"Male","High School","Credit card",13:07:00,"No","Yes",1
38677,42,1.5e+07,"Female","Bachelor Degree","Credit card",10:06:00,"No","Yes",1
38678,33,1e+07,"Female","Bachelor Degree","Renovation",09:11:00,"No","Yes",1
38679,38,1e+07,"Male","Bachelor Degree","Venture capital",10:12:00,"No","Yes",1
38680,45,3e+06,"Female","High School","Credit card",21:16:00,"No","Yes",1
38681,36,5e+06,"Male","Bachelor Degree",NA,13:11:00,"No","Yes",0
38682,32,4e+06,"Male","High School","Working Capital",11:12:00,"No","Yes",1
38683,28,1.3e+07,"Male","Bachelor Degree","Renovation",11:03:00,"Yes","Yes",1
38684,24,6e+06,"Female","Bachelor Degree","Working Capital",18:04:00,"No","Yes",1
38685,27,8e+06,"Male","Bachelor Degree","Renovation",10:41:00,"Yes","Yes",1
38686,41,3e+06,"Female","Bachelor Degree","Renovation",06:17:00,"No","Yes",1
38687,24,4e+06,"Male","Bachelor Degree","Working Capital",10:31:00,"No","Yes",1
38688,24,6e+06,"Female","Bachelor Degree","Electronic unsecured loan",21:16:00,"Yes","Yes",1
38689,29,8e+06,"Female","Bachelor Degree","Working Capital",07:10:00,"No","Yes",0
38690,29,8e+06,"Male","Diploma","Renovation",13:48:00,"Yes","Yes",0
38691,26,7e+06,"Male","High School","Working Capital",11:56:00,"Yes","Yes",1
38692,26,5e+06,"Female","Bachelor Degree","Credit card",13:55:00,"Yes","Yes",1
38693,34,4e+06,"Female","Diploma","Bills",20:47:00,"Yes","Yes",1
38694,39,1.3e+07,"Male","Bachelor Degree","Renovation",22:56:00,"Yes","Yes",1
38695,51,7e+06,"Male","Diploma","Working Capital",19:13:00,"No","Yes",1
38696,45,1.5e+07,"Male","Bachelor Degree","Working Capital",11:15:00,"No","Yes",1
38697,46,5e+06,"Female","Diploma","Credit card",09:54:00,"No","Yes",1
38698,28,1.1e+07,"Male","Bachelor Degree","Renovation",20:11:00,"Yes","Yes",1
38699,44,5e+06,"Female","Diploma","Credit card",07:38:00,"Yes","Yes",1
38700,24,6e+06,"Female","High School","Credit card",18:55:00,"Yes","Yes",1
38701,40,6e+06,"Female","High School","Credit card",20:27:00,"No","Yes",1
38702,32,4e+06,"Female","Bachelor Degree","Credit card",14:49:00,"No","Yes",1
38703,34,1e+07,"Male","Bachelor Degree","Education",12:36:00,"No","Yes",1
38704,31,8e+06,"Female","Bachelor Degree","Housing loan",15:45:00,"Yes","Yes",0
38705,26,1e+07,"Male","Bachelor Degree","Working Capital",14:47:00,"No","Yes",1
38706,47,4e+06,"Female","Diploma","Renovation",17:28:00,"No","Yes",1
38707,35,5e+06,"Male","High School","Credit card",13:40:00,"No","Yes",1
38708,46,3e+06,"Female","Diploma","Credit card",13:56:00,"No","Yes",1
38709,47,1e+07,"Female","Bachelor Degree","Renovation",19:56:00,"Yes","Yes",1
38710,25,7e+06,"Female","Bachelor Degree","Investment",09:58:00,"Yes","Yes",1
38711,28,6e+06,"Female","Bachelor Degree","Renovation",09:34:00,"No","Yes",1
38712,36,4e+06,"Female","High School","Working Capital",19:20:00,"Yes","Yes",1
38713,26,4e+06,"Female","Bachelor Degree","Renovation",16:57:00,"No","Yes",1
38714,49,1e+07,"Female","High School","Working Capital",11:53:00,"No","Yes",1
38715,39,8e+06,"Female","Bachelor Degree","Renovation",11:42:00,"No","Yes",1
38716,40,6e+06,"Female","High School","Credit card",15:30:00,"Yes","Yes",1
38717,44,9e+06,"Female","Diploma","Credit card",17:28:00,"No","Yes",1
38718,36,6e+06,"Female","Bachelor Degree","Working Capital",14:42:00,"Yes","Yes",1
38719,35,1.4e+07,"Female","Bachelor Degree","Renovation",12:00:00,"Yes","Yes",1
38720,29,4e+06,"Female","Bachelor Degree","Working Capital",08:13:00,"No","Yes",0
